Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
L55389,L,299.3,310.8,1391,32.8,175,0,0,0,0,0,0
M17327,M,298.9,308.8,1382,48.9,121,0,0,0,0,0,0
H39052,H,298.3,308.2,1504,46.4,67,0,0,0,0,0,0
L47875,L,297.6,309.0,1453,48.1,110,0,0,0,0,0,0
L55720,L,297.6,308.5,1449,45.9,118,0,0,0,0,0,0
M17886,M,300.7,309.5,1418,51.2,160,0,0,0,0,0,0
L49328,L,299.4,308.9,1725,26.9,176,0,0,0,0,0,0
L48996,L,298.1,307.7,1460,46.5,143,0,0,0,0,0,0
L51020,L,302.4,311.0,1692,28.3,148,0,0,0,0,0,0
L53232,L,300.9,311.0,1498,37.7,124,0,0,0,0,0,0
L55232,L,300.5,312.0,1384,49.0,54,0,0,0,0,0,0
L49455,L,299.4,308.6,1490,43.8,0,0,0,0,0,0,0
M21950,M,300.5,310.2,1496,43.5,155,0,0,0,0,0,0
L49076,L,297.8,307.5,1418,47.5,153,0,0,0,0,0,0
H32563,H,300.5,309.9,1721,28.9,156,0,0,0,0,0,0
L51992,L,303.4,311.9,1531,47.4,203,0,0,0,0,0,0
L56253,L,297.2,308.1,1477,38.1,57,0,0,0,0,0,0
L52930,L,302.2,311.8,1498,38.2,36,0,0,0,0,0,0
H31774,H,299.3,308.5,1457,47.6,188,0,0,0,0,0,0
L53466,L,301.1,310.6,1512,35.2,70,0,0,0,0,0,0
L53429,L,300.8,310.3,1425,46.1,191,0,0,0,0,0,0
L48403,L,297.0,308.3,1495,48.1,137,0,0,0,0,0,0
L52850,L,302.2,311.5,1450,47.5,110,0,0,0,0,0,0
M22383,M,300.2,311.6,2010,20.3,38,0,0,0,0,0,0
M24276,M,298.2,308.7,1635,32.2,73,0,0,0,0,0,0
L55057,L,301.2,312.3,2076,19.7,94,0,0,0,0,0,0
L55268,L,300.1,311.5,1695,30.6,141,0,0,0,0,0,0
L53123,L,300.7,310.7,1541,41.3,100,0,0,0,0,0,0
L53774,L,301.5,310.8,1479,38.7,96,0,0,0,0,0,0
L55659,L,298.4,309.5,1541,35.8,148,0,0,0,0,0,0
L54006,L,301.1,310.9,1664,28.5,121,0,0,0,0,0,0
M24783,M,298.5,308.7,1486,40.4,44,0,0,0,0,0,0
L49372,L,299.6,309.0,1628,33.6,72,0,0,0,0,0,0
L52990,L,301.3,311.0,1453,47.8,189,0,0,0,0,0,0
L53154,L,300.5,310.4,1458,39.0,155,0,0,0,0,0,0
L54272,L,300.7,310.2,1551,35.9,10,0,0,0,0,0,0
L49085,L,297.9,307.6,1687,45.7,176,0,0,0,0,0,0
M16370,M,298.1,308.7,1522,36.3,0,0,0,0,0,0,0
L51404,L,302.0,310.7,1389,46.4,39,0,0,0,0,0,0
M16375,M,298.2,308.9,1577,35.5,15,0,0,0,0,0,0
L53256,L,301.0,310.9,1418,45.1,199,0,0,0,0,0,0
L55569,L,298.5,309.7,1453,40.3,77,0,0,0,0,0,0
L49250,L,299.7,309.6,1440,35.9,193,0,0,0,0,0,0
L53655,L,300.6,309.8,1492,41.0,196,0,0,0,0,0,0
L47195,L,298.6,309.2,1559,39.3,17,0,0,0,0,0,0
L56090,L,297.1,308.4,1550,49.6,167,0,0,0,0,0,0
L47975,L,296.9,307.8,1403,50.3,2,0,0,0,0,0,0
L48312,L,296.8,307.9,1639,30.6,125,0,0,0,0,0,0
L49185,L,298.5,308.4,1504,44.0,20,0,0,0,0,0,0
M17853,M,300.5,309.8,1370,41.3,113,0,0,0,0,0,0
L48737,L,298.3,308.4,1682,29.0,0,0,0,0,0,0,0
M16049,M,297.1,308.0,1711,28.0,179,0,0,0,0,0,0
L48578,L,299.0,310.3,1486,40.0,159,0,0,0,0,0,0
L49739,L,299.1,309.1,1386,49.4,140,0,0,0,0,0,0
L50831,L,302.2,311.5,1544,43.4,88,0,0,0,0,0,0
M23226,M,298.8,309.7,1459,45.9,13,0,0,0,0,0,0
L50370,L,300.1,309.2,1336,54.2,216,0,0,0,0,0,0
L54139,L,300.6,311.0,1420,47.9,89,0,0,0,0,0,0
M21583,M,301.3,310.6,1565,43.2,110,0,0,0,0,0,0
L55891,L,297.1,308.5,1448,40.4,52,0,0,0,0,0,0
M20753,M,301.3,310.8,1490,52.7,114,0,0,0,0,0,0
L48329,L,297.2,308.6,1471,39.6,162,0,0,0,0,0,0
L47748,L,297.8,309.7,1570,34.1,173,0,0,0,0,0,0
L51442,L,302.6,311.0,1437,41.9,162,0,0,0,0,0,0
L51297,L,302.2,310.6,1340,47.0,112,1,0,1,0,0,0
L53256,L,301.0,310.9,1492,40.7,199,0,0,0,0,0,0
L56255,L,297.3,308.1,1887,26.0,150,0,0,0,0,0,0
M24309,M,298.2,308.8,1578,39.8,0,0,0,0,0,0,0
M18475,M,302.1,311.2,1348,55.3,6,0,0,0,0,0,0
L52867,L,302.2,311.5,1498,41.7,61,0,0,0,0,0,0
M22252,M,299.7,310.5,1432,48.4,106,0,0,0,0,0,0
H35378,H,300.5,310.8,1444,49.0,125,0,0,0,0,0,0
L52622,L,303.1,312.4,1353,51.8,97,0,0,0,0,0,0
M23210,M,298.7,309.9,1685,40.1,59,0,0,0,0,0,0
L49936,L,299.7,309.2,1583,32.8,147,0,0,0,0,0,0
M15871,M,296.2,307.3,1565,37.0,10,0,0,0,0,0,0
L56225,L,297.3,308.3,1431,41.7,65,0,0,0,0,0,0
L51923,L,303.3,311.3,1448,43.4,16,0,0,0,0,0,0
H32292,H,300.6,309.4,1502,34.3,40,0,0,0,0,0,0
L49594,L,299.1,308.5,1501,40.2,0,0,0,0,0,0,0
L56226,L,297.4,308.4,1704,29.0,146,0,0,0,0,0,0
H30686,H,298.0,309.4,1364,47.5,179,0,0,0,0,0,0
M21505,M,301.5,310.5,1644,39.6,79,0,0,0,0,0,0
M18687,M,302.4,310.9,1818,26.7,125,0,0,0,0,0,0
L50466,L,301.2,310.0,1485,37.6,32,0,0,0,0,0,0
L53895,L,301.4,310.6,1525,43.0,166,0,0,0,0,0,0
L49741,L,299.3,309.1,1399,43.1,137,0,0,0,0,0,0
L53219,L,300.6,310.9,1436,50.4,109,0,0,0,0,0,0
M15656,M,297.9,307.9,1605,39.9,86,0,0,0,0,0,0
M17229,M,299.3,308.4,1533,35.8,83,0,0,0,0,0,0
L52246,L,304.2,313.1,1530,35.9,9,0,0,0,0,0,0
L48370,L,297.2,308.4,1444,51.1,41,0,0,0,0,0,0
L47643,L,297.4,308.7,1393,47.6,118,0,0,0,0,0,0
H32781,H,301.5,310.6,1571,32.5,8,0,0,0,0,0,0
L52944,L,301.7,311.2,1589,37.9,166,0,0,0,0,0,0
L48778,L,298.0,308.0,1877,23.0,4,0,0,0,0,0,0
L54784,L,300.5,311.3,1495,41.8,21,0,0,0,0,0,0
L52385,L,303.7,312.7,1468,46.4,118,0,0,0,0,0,0
M19363,M,302.5,310.2,1351,55.8,16,0,0,0,0,0,0
L56140,L,297.1,307.9,1834,23.8,75,0,0,0,0,0,0
L53414,L,300.8,310.4,1586,34.3,139,0,0,0,0,0,0
M20700,M,301.3,311.1,1457,30.9,0,0,0,0,0,0,0
H38675,H,298.3,309.0,1593,40.1,18,0,0,0,0,0,0
L55806,L,297.4,308.2,1385,45.5,39,0,0,0,0,0,0
L51997,L,303.4,312.1,1455,45.2,0,0,0,0,0,0,0
L56796,L,299.0,310.1,1580,37.3,100,0,0,0,0,0,0
L47988,L,296.9,307.7,1474,44.5,120,0,0,0,0,0,0
M22248,M,299.8,310.6,1694,42.2,166,0,0,0,0,0,0
L56199,L,297.2,308.1,1540,36.2,219,0,0,0,0,0,0
L54073,L,301.0,311.6,1450,45.9,26,0,0,0,0,0,0
L54192,L,300.6,310.4,1412,46.4,19,0,0,0,0,0,0
L54671,L,300.4,311.8,1352,55.9,168,1,0,0,0,1,0
M16344,M,298.0,309.2,1454,40.6,43,0,0,0,0,0,0
L51380,L,302.1,310.5,1617,35.3,199,0,0,0,0,0,0
L51202,L,302.1,310.9,1566,39.2,203,0,0,0,0,0,0
L55253,L,300.5,312.0,1605,33.0,39,0,0,0,0,0,0
L55928,L,297.5,308.5,1477,41.2,146,0,0,0,0,0,0
L50486,L,301.3,310.5,1432,47.6,81,0,0,0,0,0,0
H33013,H,301.6,310.8,1389,50.5,176,0,0,0,0,0,0
M24721,M,298.7,309.6,1692,29.9,78,0,0,0,0,0,0
L55951,L,297.5,308.5,1536,39.0,114,0,0,0,0,0,0
L48757,L,298.3,308.4,1484,37.5,174,0,0,0,0,0,0
L48875,L,298.0,307.6,1662,41.6,33,0,0,0,0,0,0
L49602,L,298.9,308.2,1408,46.0,21,0,0,0,0,0,0
L52327,L,304.4,313.3,1475,51.3,0,0,0,0,0,0,0
L49078,L,297.8,307.6,1372,54.1,157,0,0,0,0,0,0
L50420,L,300.9,309.5,1474,42.4,124,0,0,0,0,0,0
L54577,L,299.7,310.6,1436,43.2,144,0,0,0,0,0,0
L53255,L,301.0,310.9,1366,48.1,23,0,0,0,0,0,0
L54728,L,300.2,311.4,1491,42.5,95,0,0,0,0,0,0
L53987,L,301.5,310.9,1479,37.0,176,0,0,0,0,0,0
M17500,M,299.1,308.8,1502,39.3,88,0,0,0,0,0,0
M16392,M,298.1,308.9,1438,51.6,65,0,0,0,0,0,0
L53975,L,301.4,310.8,1384,50.4,90,0,0,0,0,0,0
L50039,L,300.6,309.4,1450,44.0,233,0,0,0,0,0,0
L53076,L,301.1,310.8,1341,48.3,169,0,0,0,0,0,0
L52815,L,302.6,311.9,1502,47.3,171,0,0,0,0,0,0
L49181,L,298.4,308.2,1393,46.3,9,0,0,0,0,0,0
L57132,L,298.2,308.2,1533,35.4,117,0,0,0,0,0,0
M24207,M,298.2,308.8,1504,43.6,26,0,0,0,0,0,0
M23157,M,298.8,310.5,1597,38.8,188,0,0,0,0,0,0
L56256,L,297.2,308.1,1566,36.0,152,0,0,0,0,0,0
L56257,L,297.3,308.1,1524,38.8,154,0,0,0,0,0,0
M16777,M,298.1,307.9,1463,47.3,57,0,0,0,0,0,0
H32344,H,300.5,309.7,1403,39.2,174,0,0,0,0,0,0
L51282,L,302.0,310.4,1475,48.1,166,0,0,0,0,0,0
L56286,L,297.4,308.3,1623,33.3,24,0,0,0,0,0,0
M23394,M,298.5,309.4,1437,45.3,71,0,0,0,0,0,0
L53392,L,300.8,310.6,1557,32.7,93,0,0,0,0,0,0
L53844,L,301.3,310.4,1378,49.0,181,0,0,0,0,0,0
L55983,L,297.4,308.5,1671,33.1,75,0,0,0,0,0,0
L50483,L,301.2,310.3,1486,36.8,64,0,0,0,0,0,0
L55550,L,298.8,309.8,1495,33.6,27,0,0,0,0,0,0
M23751,M,297.7,308.9,1481,43.9,116,0,0,0,0,0,0
M17647,M,300.2,309.2,1391,58.7,54,0,0,0,0,0,0
L50992,L,302.0,310.6,1325,62.0,192,1,0,0,0,1,0
L48437,L,297.5,308.9,1466,34.7,15,0,0,0,0,0,0
L49689,L,299.0,308.9,1469,44.8,14,0,0,0,0,0,0
M20883,M,300.7,310.8,1551,35.2,139,0,0,0,0,0,0
L47571,L,297.6,308.6,1491,41.4,152,0,0,0,0,0,0
L47988,L,297.6,308.7,1418,49.9,0,0,0,0,0,0,0
M19801,M,303.8,312.7,1699,25.9,105,0,0,0,0,0,0
L55790,L,297.4,308.3,1563,36.3,161,0,0,0,0,0,0
L48818,L,297.9,307.8,1449,45.0,96,0,0,0,0,0,0
L48286,L,296.6,307.4,1530,42.7,70,0,0,0,0,0,0
L57008,L,298.4,309.2,1439,45.6,114,0,0,0,0,0,0
L48689,L,298.0,308.5,1466,46.0,2,0,0,0,0,0,0
M20585,M,302.3,311.8,1557,34.1,15,0,0,0,0,0,0
L56246,L,297.2,308.3,1486,39.7,2,0,0,0,0,0,0
L53407,L,301.0,310.9,1376,46.6,179,0,0,0,0,0,0
L55279,L,300.2,311.6,1761,30.5,24,0,0,0,0,0,0
M22315,M,300.2,311.7,1439,43.8,68,0,0,0,0,0,0
M17279,M,299.1,308.3,1395,50.8,37,0,0,0,0,0,0
L51274,L,302.0,310.5,1651,30.9,155,0,0,0,0,0,0
H39410,H,298.8,309.5,1373,49.8,172,0,0,0,0,0,0
L49976,L,300.1,309.5,1539,35.3,80,0,0,0,0,0,0
L51652,L,302.7,310.6,1501,38.5,5,0,0,0,0,0,0
L51173,L,302.5,311.5,1324,58.1,131,0,0,0,0,0,0
L47695,L,297.5,309.2,1564,37.1,30,0,0,0,0,0,0
M21994,M,300.5,310.0,1396,43.2,119,0,0,0,0,0,0
L52023,L,303.3,311.8,1466,45.5,67,0,0,0,0,0,0
L56111,L,297.4,308.4,1412,37.1,2,0,0,0,0,0,0
L53466,L,301.0,310.6,1611,35.2,70,0,0,0,0,0,0
H32800,H,301.4,310.7,1662,28.0,158,0,0,0,0,0,0
L49152,L,297.9,307.6,1405,50.4,134,0,0,0,0,0,0
L53270,L,300.9,310.4,1512,36.2,171,0,0,0,0,0,0
M23912,M,297.4,308.6,1364,59.1,2,0,0,0,0,0,0
M19851,M,303.9,313.0,1850,22.5,11,0,0,0,0,0,0
M20753,M,301.3,311.0,1410,44.4,157,0,0,0,0,0,0
M16272,M,298.8,309.9,1521,53.2,194,0,0,0,0,0,0
L54868,L,300.6,311.7,1466,44.5,0,0,0,0,0,0,0
L51851,L,303.4,311.4,1412,48.1,67,0,0,0,0,0,0
L53250,L,300.9,310.8,1565,36.6,183,0,0,0,0,0,0
M21962,M,300.7,310.4,1551,35.7,111,0,0,0,0,0,0
M16659,M,298.2,307.7,1535,43.4,67,0,0,0,0,0,0
L49509,L,299.3,308.7,1326,51.9,179,0,0,0,0,0,0
L56452,L,298.2,308.6,1428,44.4,27,0,0,0,0,0,0
L50406,L,300.6,309.4,1465,35.2,89,0,0,0,0,0,0
L55665,L,298.5,309.5,1450,47.9,112,0,0,0,0,0,0
L53470,L,301.1,310.6,1639,30.7,75,0,0,0,0,0,0
L57062,L,298.7,309.1,1374,48.8,98,0,0,0,0,0,0
L50891,L,302.2,311.5,1543,46.6,37,0,0,0,0,0,0
L55076,L,300.8,312.6,1618,35.7,119,0,0,0,0,0,0
L56540,L,297.8,308.2,1412,43.8,54,0,0,0,0,0,0
L51904,L,303.3,311.2,1427,45.9,202,0,0,0,0,0,0
L56461,L,298.2,308.9,1336,45.0,101,0,0,0,0,0,0
L49056,L,298.3,308.0,1547,38.8,98,0,0,0,0,0,0
L47463,L,298.2,308.3,1469,43.0,16,0,0,0,0,0,0
L49478,L,299.3,308.5,1482,55.0,23,0,0,0,0,0,0
L56199,L,297.2,308.2,1334,60.4,2,0,0,0,0,0,0
L52642,L,302.7,312.2,1418,47.0,186,0,0,0,0,0,0
L50363,L,300.0,309.1,1520,38.0,17,0,0,0,0,0,0
L56470,L,298.2,309.0,1418,41.1,59,0,0,0,0,0,0
L55631,L,298.5,310.1,1549,37.5,25,0,0,0,0,0,0
L47916,L,296.9,308.6,1547,36.9,177,0,0,0,0,0,0
L50515,L,301.7,310.9,1559,39.2,146,0,0,0,0,0,0
L55785,L,297.4,308.4,1633,33.3,213,0,0,0,0,0,0
L48232,L,296.7,307.7,1452,41.4,112,0,0,0,0,0,0
L48318,L,296.9,307.9,1426,41.6,139,0,0,0,0,0,0
L49866,L,300.0,309.4,1633,33.0,29,0,0,0,0,0,0
M22511,M,300.4,311.4,1761,24.8,142,0,0,0,0,0,0
H34790,H,302.9,312.2,1451,42.4,137,0,0,0,0,0,0
H35377,H,300.7,310.7,1656,34.3,104,0,0,0,0,0,0
M21605,M,301.7,311.1,1657,30.8,104,0,0,0,0,0,0
M21957,M,300.6,310.2,1489,38.8,23,0,0,0,0,0,0
L53072,L,301.4,311.1,1470,44.5,159,0,0,0,0,0,0
H39098,H,298.8,310.0,1593,41.4,192,0,0,0,0,0,0
M17014,M,299.3,308.9,1465,41.5,196,0,0,0,0,0,0
H36960,H,300.2,311.4,1454,48.7,194,0,0,0,0,0,0
L54345,L,300.3,310.1,1435,47.8,62,0,0,0,0,0,0
M22573,M,300.5,311.4,1530,38.7,73,0,0,0,0,0,0
M17018,M,299.4,308.8,2497,13.4,5,0,0,0,0,0,0
H30096,H,297.8,310.2,1410,48.7,23,0,0,0,0,0,0
L54850,L,300.5,311.6,1629,37.6,191,0,0,0,0,0,0
L52037,L,303.7,312.3,1435,42.5,173,0,0,0,0,0,0
L55690,L,298.3,309.7,1543,32.3,173,0,0,0,0,0,0
L53027,L,301.4,311.3,1427,45.5,74,0,0,0,0,0,0
L56412,L,298.2,309.1,1572,36.0,136,0,0,0,0,0,0
M24381,M,299.2,310.0,1484,40.7,61,0,0,0,0,0,0
M23576,M,297.2,308.4,1604,38.1,63,0,0,0,0,0,0
L50822,L,302.3,311.4,1389,50.9,77,0,0,0,0,0,0
H38574,H,297.5,308.5,1671,28.0,148,0,0,0,0,0,0
L54749,L,300.2,311.2,1488,41.2,154,0,0,0,0,0,0
M21184,M,300.9,310.1,1376,54.0,170,0,0,0,0,0,0
M16729,M,298.3,308.1,1958,21.4,83,0,0,0,0,0,0
L55868,L,297.1,308.5,1487,46.3,184,0,0,0,0,0,0
L47900,L,298.9,309.3,1605,32.5,155,0,0,0,0,0,0
L52896,L,302.3,312.0,1543,36.0,127,0,0,0,0,0,0
L49218,L,298.7,308.5,1401,55.2,103,0,0,0,0,0,0
M24687,M,298.2,309.4,1630,32.4,198,0,0,0,0,0,0
L51426,L,302.6,310.9,1645,35.5,137,0,0,0,0,0,0
L52041,L,303.5,312.3,1441,21.1,112,0,0,0,0,0,0
L52016,L,303.3,311.8,1482,37.5,57,0,0,0,0,0,0
L50458,L,301.3,310.0,1295,60.4,11,0,0,0,0,0,0
M23323,M,298.7,309.8,1519,42.1,117,0,0,0,0,0,0
M19283,M,302.6,310.2,1563,36.5,97,0,0,0,0,0,0
M22729,M,300.5,312.0,1379,47.6,85,0,0,0,0,0,0
L47194,L,298.6,309.0,1452,37.2,40,0,0,0,0,0,0
M20638,M,301.7,311.1,1489,41.5,192,0,0,0,0,0,0
L50030,L,300.4,309.3,1442,48.8,185,0,0,0,0,0,0
L47334,L,298.4,308.2,1528,42.1,18,0,0,0,0,0,0
M20456,M,302.7,312.0,1497,37.5,74,0,0,0,0,0,0
L57001,L,298.3,309.3,1401,58.5,185,0,0,0,0,0,0
L50678,L,301.9,311.0,1289,54.9,146,0,0,0,0,0,0
L53272,L,300.9,310.8,1438,45.3,14,0,0,0,0,0,0
L56894,L,299.1,310.1,1431,43.7,28,0,0,0,0,0,0
L54248,L,300.8,310.4,1368,51.6,179,0,0,0,0,0,0
H30008,H,297.6,309.6,1706,28.8,59,0,0,0,0,0,0
L50794,L,301.8,311.0,1489,45.9,7,0,0,0,0,0,0
L51470,L,301.8,310.0,1642,32.6,76,0,0,0,0,0,0
L53602,L,300.3,310.1,1560,36.1,4,0,0,0,0,0,0
H29680,H,298.0,308.1,1631,32.7,0,0,0,0,0,0,0
L50602,L,301.5,310.4,1629,37.2,151,0,0,0,0,0,0
L55070,L,300.8,312.4,1767,25.2,105,0,0,0,0,0,0
L47688,L,297.7,309.3,1430,43.6,15,0,0,0,0,0,0
L56364,L,298.0,309.0,1452,47.5,21,0,0,0,0,0,0
L47371,L,298.2,308.4,1666,45.3,74,0,0,0,0,0,0
L52119,L,303.4,312.6,1431,50.7,101,0,0,0,0,0,0
L47803,L,298.3,310.1,1598,31.1,83,0,0,0,0,0,0
L47891,L,297.4,308.7,1433,44.1,110,0,0,0,0,0,0
L53243,L,301.1,311.1,1602,37.4,168,0,0,0,0,0,0
L53086,L,300.7,310.3,1838,25.3,198,0,0,0,0,0,0
L55945,L,297.5,308.8,1353,49.4,188,0,0,0,0,0,0
L50524,L,301.3,310.6,1567,36.9,89,0,0,0,0,0,0
L51572,L,302.0,309.9,2023,20.9,15,0,0,0,0,0,0
L56170,L,297.2,307.9,1502,37.6,202,0,0,0,0,0,0
L47334,L,298.4,308.2,1591,36.2,196,0,0,0,0,0,0
L54767,L,300.5,311.1,1471,40.2,125,0,0,0,0,0,0
L56733,L,299.3,310.7,1495,56.7,144,0,0,0,0,0,0
M19753,M,303.8,312.7,1542,38.2,195,0,0,0,0,0,0
M16400,M,298.4,309.0,1461,38.1,104,0,0,0,0,0,0
L53271,L,300.9,310.7,1412,57.5,16,0,0,0,0,0,0
M23110,M,299.0,310.3,1591,37.2,122,0,0,0,0,0,0
L56276,L,297.2,308.1,1712,30.9,76,0,0,0,0,0,0
L49056,L,298.3,308.1,1923,23.0,98,0,0,0,0,0,0
L53482,L,301.2,310.6,1357,43.5,112,0,0,0,0,0,0
L49912,L,299.9,309.2,1419,47.4,162,0,0,0,0,0,0
H32254,H,300.4,309.5,1597,36.8,28,0,0,0,0,0,0
L47407,L,298.3,308.4,1539,35.0,168,0,0,0,0,0,0
L57153,L,298.5,308.2,1425,47.0,0,0,0,0,0,0,0
L48967,L,298.3,308.2,1364,45.9,59,0,0,0,0,0,0
L50506,L,301.5,310.5,1585,34.1,124,0,0,0,0,0,0
L51484,L,301.7,310.1,1525,36.2,33,0,0,0,0,0,0
L54543,L,299.5,310.0,1512,38.7,74,0,0,0,0,0,0
L49832,L,299.9,309.5,1493,36.9,96,0,0,0,0,0,0
M17107,M,299.3,308.6,1466,48.6,6,0,0,0,0,0,0
M24697,M,298.4,309.3,1426,50.6,8,0,0,0,0,0,0
L56354,L,297.8,308.9,1871,25.6,200,0,0,0,0,0,0
L56498,L,298.4,309.1,1623,33.0,110,0,0,0,0,0,0
M17181,M,299.1,308.8,1292,47.4,156,0,0,0,0,0,0
L49504,L,299.3,308.8,1448,43.9,201,0,0,0,0,0,0
L56414,L,298.3,309.0,1443,47.8,98,0,0,0,0,0,0
L47788,L,298.0,309.9,1578,34.7,52,0,0,0,0,0,0
L54272,L,300.7,310.2,1483,46.9,10,0,0,0,0,0,0
L54272,L,300.7,310.2,1493,40.9,10,0,0,0,0,0,0
L48891,L,298.2,307.8,1355,50.3,70,0,0,0,0,0,0
L53535,L,300.1,309.6,1330,49.0,36,0,0,0,0,0,0
L48145,L,295.8,306.6,1508,37.2,99,0,0,0,0,0,0
L51531,L,301.8,309.6,1432,43.7,139,0,0,0,0,0,0
L51915,L,303.2,311.5,1563,36.4,223,0,0,0,0,0,0
L56175,L,297.2,308.3,1473,39.5,31,0,0,0,0,0,0
L49869,L,300.0,309.5,1563,42.0,91,0,0,0,0,0,0
L54266,L,300.6,310.3,1449,43.8,121,0,0,0,0,0,0
M21404,M,301.5,310.5,1429,46.1,181,0,0,0,0,0,0
M22390,M,300.1,311.5,1269,58.5,6,0,0,0,0,0,0
L56911,L,298.9,310.0,1615,31.4,149,0,0,0,0,0,0
M20896,M,300.6,311.0,1431,54.6,94,0,0,0,0,0,0
L54826,L,300.5,311.4,1596,31.4,126,0,0,0,0,0,0
H33001,H,301.8,311.1,1467,39.3,181,0,0,0,0,0,0
M22111,M,300.2,310.2,1629,31.1,209,0,0,0,0,0,0
M17405,M,299.2,309.0,1541,40.3,104,0,0,0,0,0,0
M24305,M,298.2,309.0,1446,45.8,148,0,0,0,0,0,0
M15768,M,296.7,307.6,1444,41.8,167,0,0,0,0,0,0
L47967,L,296.9,308.1,1382,43.2,63,0,0,0,0,0,0
L56016,L,297.4,308.8,1487,44.8,174,0,0,0,0,0,0
L47843,L,297.5,308.9,1469,45.0,119,0,0,0,0,0,0
M24765,M,298.5,308.8,1693,27.8,188,0,0,0,0,0,0
H30185,H,296.9,308.0,1546,42.0,0,0,0,0,0,0,0
H36275,H,301.1,311.3,2207,41.9,15,0,0,0,0,0,0
H38043,H,297.3,308.4,1556,39.3,47,0,0,0,0,0,0
L54592,L,300.0,311.0,1551,33.6,83,0,0,0,0,0,0
L53011,L,301.3,311.1,1649,33.5,10,0,0,0,0,0,0
M15268,M,297.4,308.6,1470,36.1,193,0,0,0,0,0,0
L53204,L,300.7,310.9,1466,39.0,66,0,0,0,0,0,0
L50574,L,301.5,310.6,1384,48.0,79,0,0,0,0,0,0
L51648,L,302.7,310.5,1534,37.0,209,0,0,0,0,0,0
H31531,H,299.3,308.9,1438,45.3,91,0,0,0,0,0,0
M22930,M,300.5,312.0,1567,36.7,103,0,0,0,0,0,0
L54450,L,300.3,310.5,1869,24.0,139,0,0,0,0,0,0
L48179,L,296.2,307.0,1418,45.8,186,0,0,0,0,0,0
L52127,L,303.7,312.3,1468,39.0,126,0,0,0,0,0,0
L49434,L,299.4,308.6,1325,46.9,179,0,0,0,0,0,0
L53331,L,301.1,311.2,1555,53.2,172,0,0,0,0,0,0
L49864,L,299.8,309.4,1468,37.4,0,0,0,0,0,0,0
L49124,L,298.1,308.1,1791,35.6,63,0,0,0,0,0,0
L52360,L,304.0,313.2,1469,38.7,104,0,0,0,0,0,0
M20516,M,302.3,311.5,1316,41.8,4,0,0,0,0,0,0
L50603,L,301.5,310.7,1711,29.9,179,0,0,0,0,0,0
L56493,L,298.5,309.4,1470,45.2,85,0,0,0,0,0,0
L56825,L,299.4,310.1,1489,42.6,181,0,0,0,0,0,0
L51023,L,302.4,311.1,1548,38.5,7,0,0,0,0,0,0
L55141,L,301.1,312.2,1462,49.7,57,0,0,0,0,0,0
L55641,L,298.9,309.8,1474,49.9,127,0,0,0,0,0,0
L57023,L,298.4,309.3,1546,33.8,26,0,0,0,0,0,0
L56162,L,297.0,307.7,1518,39.1,126,0,0,0,0,0,0
L50147,L,300.6,309.4,1369,51.6,137,0,0,0,0,0,0
L51741,L,302.9,310.6,1512,32.2,17,0,0,0,0,0,0
L53856,L,301.5,310.7,1708,30.9,59,0,0,0,0,0,0
H38801,H,297.4,307.9,1432,44.5,131,0,0,0,0,0,0
L48896,L,298.2,307.8,1636,32.1,78,0,0,0,0,0,0
L48892,L,298.2,307.8,1390,53.0,72,0,0,0,0,0,0
L48768,L,298.2,308.3,1408,45.3,202,0,0,0,0,0,0
M23233,M,298.7,309.5,1347,54.7,59,0,0,0,0,0,0
L55895,L,297.2,308.6,1442,30.4,111,0,0,0,0,0,0
L53303,L,301.0,311.0,1463,39.4,98,0,0,0,0,0,0
L53094,L,300.7,310.2,1481,52.3,14,0,0,0,0,0,0
L55704,L,298.3,309.4,1737,27.4,10,0,0,0,0,0,0
M20552,M,302.4,311.9,1613,36.5,139,0,0,0,0,0,0
L55892,L,297.2,308.6,1475,42.1,52,0,0,0,0,0,0
M19495,M,303.0,311.2,1526,37.0,207,0,0,0,0,0,0
L51178,L,302.3,311.0,1586,33.1,146,0,0,0,0,0,0
L49371,L,299.6,309.0,1648,33.6,47,0,0,0,0,0,0
M23705,M,297.5,308.9,1432,45.8,201,0,0,0,0,0,0
M23185,M,298.7,310.1,1570,34.2,82,0,0,0,0,0,0
L56095,L,297.1,308.3,1672,32.4,146,0,0,0,0,0,0
L48805,L,297.9,307.9,1365,46.9,73,0,0,0,0,0,0
L55524,L,298.7,309.7,1617,34.6,170,0,0,0,0,0,0
L54206,L,300.6,310.6,1450,45.9,97,0,0,0,0,0,0
M22811,M,300.7,311.8,1352,44.6,23,0,0,0,0,0,0
L56665,L,298.9,309.6,1374,48.6,124,0,0,0,0,0,0
L50080,L,300.5,309.6,1574,33.5,101,0,0,0,0,0,0
L53797,L,301.6,310.6,1455,45.3,75,0,0,0,0,0,0
M21431,M,301.4,310.6,1472,46.2,117,0,0,0,0,0,0
L47988,L,297.6,308.8,1485,41.4,88,0,0,0,0,0,0
L49543,L,299.3,308.5,1385,45.4,72,0,0,0,0,0,0
L53989,L,300.9,310.8,1526,38.1,125,0,0,0,0,0,0
M16420,M,298.1,308.4,1510,39.9,134,0,0,0,0,0,0
